Freq.	I(C1)	I(C2)	I(C3)	I(C4)
9.50028981379628e+02	1.31014878071203e-02,-4.87018567364296e-03	1.31041678390160e-02,-5.02124255534369e-03	1.30985745573044e-02,-4.88753330048970e-03	1.30977714447828e-02,-4.71431071408680e-03
9.60029181183624e+02	1.33935632058599e-02,-4.93346649079593e-03	1.33962999588945e-02,-5.08612671309063e-03	1.33905847474895e-02,-4.95093178833888e-03	1.33897662064841e-02,-4.77584169939748e-03
9.70029380987620e+02	1.36893539997706e-02,-4.99716721915600e-03	1.36921480673650e-02,-5.15143122685726e-03	1.36863094955004e-02,-5.01474799208754e-03	1.36854754363263e-02,-4.83778891689442e-03
9.80029580791617e+02	1.39888829529223e-02,-5.06129464328159e-03	1.39917349284367e-02,-5.21716288736314e-03	1.39857715602670e-02,-5.07898866477075e-03	1.39849218958811e-02,-4.90015909874048e-03
9.90029780595613e+02	1.42921731910703e-02,-5.12585563836921e-03	1.42950836678008e-02,-5.28332857602078e-03	1.42889940623343e-02,-5.14366064974956e-03	1.42881287083862e-02,-4.96295906723028e-03
1.00002998039961e+03	1.45992482063357e-02,-5.19085717211666e-03	1.46022177775110e-02,-5.34993526679994e-03	1.45960004885432e-02,-5.20877088256854e-03	1.45951193634261e-02,-5.02619573664416e-03
1.01003018020360e+03	1.49101318619844e-02,-5.25630630662195e-03	1.49131611207622e-02,-5.41699002812745e-03	1.49068146968084e-02,-5.27432639284889e-03	1.49059177217116e-02,-5.08987611513777e-03
1.02003038000760e+03	1.52248483972973e-02,-5.32221020032527e-03	1.52279379367605e-02,-5.48450002483025e-03	1.52214609209884e-02,-5.34033430622453e-03	1.52205480199507e-02,-5.15400730667457e-03
1.03003057981160e+03	1.55434224325426e-02,-5.38857610998728e-03	1.55465728456956e-02,-5.55247252011475e-03	1.55399637758568e-02,-5.40680184631434e-03	1.55390348758204e-02,-5.21859651299440e-03
1.04003077961559e+03	1.58658789740465e-02,-5.45541139271078e-03	1.58690908538111e-02,-5.62091487758950e-03	1.58623482621731e-02,-5.47373633673782e-03	1.58614032930392e-02,-5.28365103562543e-03
1.05003097941959e+03	1.61922434193666e-02,-5.52272350800377e-03	1.61955173585779e-02,-5.68983456332939e-03	1.61886397718549e-02,-5.54114520317184e-03	1.61876786665398e-02,-5.34917827793705e-03
1.06003117922359e+03	1.65225415625694e-02,-5.59052001988628e-03	1.65258781539716e-02,-5.75923914798352e-03	1.65188640932552e-02,-5.60903597545126e-03	1.65178867877475e-02,-5.41518574723669e-03
1.07003137902758e+03	1.68567995996139e-02,-5.65880859904121e-03	1.68601994358562e-02,-5.82913630892722e-03	1.68530474165454e-02,-5.67741628971326e-03	1.68520538499647e-02,-5.48168105691026e-03
1.08003157883158e+03	1.71950441338446e-02,-5.72759702501075e-03	1.71985078074763e-02,-5.89953383245954e-03	1.71912163392076e-02,-5.74629389058725e-03	1.71902064538638e-02,-5.54867192860795e-03
1.09003177863557e+03	1.75373021815950e-02,-5.79689318844028e-03	1.75408302850609e-02,-5.97043961604838e-03	1.75333978716374e-02,-5.81567663343215e-03	1.75323716130913e-02,-5.61616619447761e-03
1.10003197843957e+03	1.78836011779028e-02,-5.86670509336970e-03	1.78871943035386e-02,-6.04186167062292e-03	1.78796194428590e-02,-5.88557248662084e-03	1.78785767599845e-02,-5.68417179944498e-03
1.11003217824357e+03	1.82339689823436e-02,-5.93704085957401e-03	1.82376277223705e-02,-6.11380812291545e-03	1.82299089063575e-02,-5.95598953387395e-03	1.82288497514041e-02,-5.75269680354323e-03
1.12003237804756e+03	1.85884338849796e-02,-6.00790872495411e-03	1.85921588314997e-02,-6.18628721785337e-03	1.85842945460282e-02,-6.02693597664361e-03	1.85832188746855e-02,-5.82174938429255e-03
1.13003257785156e+03	1.89470246124295e-02,-6.07931704798158e-03	1.89508163574201e-02,-6.25930732100522e-03	1.89428050822445e-02,-6.09842013655101e-03	1.89417128537075e-02,-5.89133783913329e-03
1.14003277765555e+03	1.93097703340632e-02,-6.15127431019275e-03	1.93136294693715e-02,-6.33287692107599e-03	1.93054696780528e-02,-6.17045045787322e-03	1.93043608550890e-02,-5.96147058790838e-03
