Freq.	I(C1)	I(C2)	I(C3)	I(C4)
5.40020789415788e+02	4.09015672268030e-03,-2.65220944321544e-03	4.09039215953748e-03,-2.59337931326148e-03	4.08870047776257e-03,-2.52364855162071e-03	4.08890056439418e-03,-2.56384521967647e-03
5.50020989219784e+02	4.24563220195982e-03,-2.70486877054803e-03	4.24587622458371e-03,-2.64495188236222e-03	4.24412065076528e-03,-2.57390773232982e-03	4.24432865913156e-03,-2.61483431196696e-03
5.60021189023780e+02	4.40415542229609e-03,-2.75773027845932e-03	4.40440817198757e-03,-2.69672678253402e-03	4.40258748456164e-03,-2.62436799844585e-03	4.40280359361613e-03,-2.66602367512317e-03
5.70021388827776e+02	4.56573739526213e-03,-2.81079830105592e-03	4.56599901239922e-03,-2.74870835095441e-03	4.56411198705916e-03,-2.67503366179693e-03	4.56433637768074e-03,-2.71741760442404e-03
5.80021588631772e+02	4.73038936546613e-03,-2.86407721045731e-03	4.73065998948388e-03,-2.80090096283275e-03	4.72870539912584e-03,-2.72590907208942e-03	4.72893825416213e-03,-2.76902043292795e-03
5.90021788435768e+02	4.89812281253027e-03,-2.91757141770307e-03	4.89840258190046e-03,-2.85330903231793e-03	4.89637919656861e-03,-2.77699861781213e-03	4.89662070087976e-03,-2.82083653237487e-03
6.00021988239764e+02	5.06894945311767e-03,-2.97128537367318e-03	5.06923850532827e-03,-2.90593701341901e-03	5.06714509215970e-03,-2.82830672715350e-03	5.06739543266281e-03,-2.87287031410126e-03
6.10022188043760e+02	5.24288124300578e-03,-3.02522357002234e-03	5.24317971454022e-03,-2.95878940094000e-03	5.24101503770960e-03,-2.87983786893286e-03	5.24127440342358e-03,-2.92512622996910e-03
6.20022387847757e+02	5.41993037920814e-03,-3.07939054012848e-03	5.42023840552440e-03,-3.01187073142885e-03	5.41800122618832e-03,-2.93159655354582e-03	5.41826980827933e-03,-2.97760877330900e-03
6.30022587651753e+02	5.60010930214419e-03,-3.13379086005599e-03	5.60042701765355e-03,-3.06518558414099e-03	5.59811609389457e-03,-2.98358733392425e-03	5.59839408572203e-03,-3.03032247987785e-03
6.40022787455749e+02	5.78343069785950e-03,-3.18842914953349e-03	5.78375823590524e-03,-3.11873858201773e-03	5.78137232267558e-03,-3.03581480651092e-03	5.78165991983872e-03,-3.08327192883120e-03
